idx,path_found,traj_success,contact_free,door_opened,door_width,door_height,x,y,z,rot_z,state_angle,axis_pos
0,True,True,True,True,0.31,0.31,-0.23390909091957188,0.6468227769292677,0.179,92.4539590308229,-10.783403517269598,-1.0
1,True,True,True,True,0.31,0.31,-0.26028894676313485,0.6134459215924849,0.179,79.33834802422608,-10.783403517269598,-1.0
2,True,True,True,True,0.31,0.31,-0.29033668382768874,0.549508547417194,0.179,77.63670086291414,-10.783403517269598,-1.0
3,True,True,True,True,0.31,0.31,-0.011773426706628398,0.6791925567392427,0.179,85.6420087155333,-10.783403517269598,-1.0
4,True,True,True,True,0.31,0.31,-0.24769799254590283,0.7034526512011504,0.179,81.25112619156135,-10.783403517269598,-1.0
5,True,True,True,True,0.31,0.31,-0.2143157710625684,0.584305547293687,0.179,93.6632453019586,-10.783403517269598,-1.0
6,True,True,True,True,0.31,0.31,-0.13630465868278063,0.7005163255656026,0.179,96.62403865560559,-10.783403517269598,-1.0
7,True,True,True,True,0.31,0.31,-0.12699718593064951,0.6152516936572024,0.179,73.23165204439141,-10.783403517269598,-1.0
8,True,True,True,True,0.31,0.31,-0.3160894067143609,0.6388929919535771,0.179,91.57179712417627,-10.783403517269598,-1.0
9,True,True,True,True,0.31,0.31,-0.11367444666947318,0.6792876113349053,0.179,83.09967664455752,-10.783403517269598,-1.0
10,True,True,True,True,0.31,0.31,-0.00955770691574287,0.6210632076020786,0.179,100.77162602253004,-10.783403517269598,-1.0
11,True,True,True,True,0.31,0.31,-0.1359171960873012,0.6431528650747721,0.179,91.74881654911985,-10.783403517269598,-1.0
12,True,True,True,True,0.31,0.31,-0.08696451107723796,0.697242363112389,0.179,106.50319666341107,-10.783403517269598,-1.0
13,True,True,True,True,0.31,0.31,-0.2850579556529846,0.5524864386515788,0.179,86.44885343211776,-10.783403517269598,-1.0
14,True,True,True,True,0.31,0.31,-0.30579231129727247,0.704475523742041,0.179,93.14932342399771,-10.783403517269598,-1.0
15,True,True,True,True,0.31,0.31,-0.2567829992738184,0.6960144106101591,0.179,98.1240539929123,-10.783403517269598,-1.0
16,True,True,True,True,0.31,0.31,-0.15851474512556918,0.6701380910047985,0.179,77.4763436319976,-10.783403517269598,-1.0
17,True,True,True,True,0.31,0.31,-0.010735385546722931,0.6766694663619537,0.179,97.62674017277618,-10.783403517269598,-1.0
18,True,True,True,True,0.31,0.31,-0.1585585738653586,0.6851014224751136,0.179,87.69264857326526,-10.783403517269598,-1.0
19,True,True,True,True,0.31,0.31,-0.13439889892780596,0.6818897367370653,0.179,92.76268814849837,-10.783403517269598,-1.0
20,True,True,True,True,0.31,0.31,-0.20975931883124438,0.6545357788368877,0.179,71.24217576130505,-10.783403517269598,-1.0
21,False,False,True,False,0.31,0.31,-0.338856161619908,0.6820835447015563,0.179,74.75762266151312,-10.783403517269598,-1.0
22,True,True,True,True,0.31,0.31,-0.15065826514943753,0.6730529976464418,0.179,71.35488732547742,-10.783403517269598,-1.0
23,True,True,True,True,0.31,0.31,-0.045764600502950226,0.6774569433806295,0.179,81.56231304061788,-10.783403517269598,-1.0
24,True,True,True,True,0.31,0.31,-0.13433783909884794,0.6223938956205731,0.179,99.72028533826506,-10.783403517269598,-1.0
25,True,True,True,True,0.31,0.31,-0.28961162787425576,0.5405251272677485,0.179,89.77108989758065,-10.783403517269598,-1.0
26,True,True,False,True,0.31,0.31,-0.19537743386298434,0.6667701943967563,0.179,86.51975326219377,-10.783403517269598,-1.0
